property_type,sector,price,price_per_sqft,area,bedRoom,bathroom,balcony,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,floor_category,luxury_category,area_room_ratio
flat,sector 78,1.2,10017.0,1198.0,1,2,2,,Under Construction,1197.8,,505.0,0,0,0,0,0,semifurnished,High Floor,Low,1198.0
house,sector 105,9.9,49500.0,2000.0,2,2,2,North,Undefined,,2000.0,1800.0,0,0,0,0,0,semifurnished,Mid Floor,Low,1000.0
flat,sector 113,3.35,16750.0,2000.0,3,4,3+,North-East,New Property,2691.0,2200.0,2000.0,1,1,0,0,0,semifurnished,High Floor,High,666.6666666666666
flat,sector 70a,1.8,9351.0,1925.0,3,3,3,North-West,Relatively New,,1925.0,,1,0,0,0,0,semifurnished,Mid Floor,Medium,641.6666666666666
house,sector 50,7.1,32870.0,2160.0,5,4,3,East,Moderately Old,,239.0,238.0,1,0,1,1,0,furnished,Low Floor,Medium,432.0
flat,sector 79,0.71,5521.0,1286.0,2,2,0,,Under Construction,,1295.0,,0,0,0,0,0,semifurnished,Mid Floor,Low,643.0
flat,sector 84,1.48,7400.0,2000.0,3,3,2,South-West,New Property,2000.0,,1294.0,0,1,1,0,0,furnished,Low Floor,Medium,666.6666666666666
flat,sector 70,1.25,6702.0,1865.0,3,3,3,North-East,Under Construction,1865.0,,,0,0,0,0,0,semifurnished,High Floor,Medium,621.6666666666666
flat,sector 67,2.87,11904.0,2411.0,3,3,3+,North-West,Relatively New,2411.0,,1808.0,0,1,0,0,0,furnished,High Floor,High,803.6666666666666
flat,sector 61,2.2,13497.0,1630.0,3,3,2,,Under Construction,,,1630.0,0,0,0,0,0,semifurnished,Mid Floor,Low,543.3333333333334
flat,sector 109,1.65,10645.0,1550.0,3,3,3,East,Relatively New,1745.0,1650.0,1550.0,0,0,1,0,0,furnished,High Floor,High,516.6666666666666
flat,sector 83,1.4,8140.0,1720.0,3,3,3,North-West,Relatively New,1720.0,,1095.3,1,1,1,1,0,furnished,Low Floor,High,573.3333333333334
flat,sector 77,1.4,6341.0,2208.0,3,3,3,North-East,Undefined,,1735.0,,0,0,0,0,0,semifurnished,Mid Floor,Low,736.0
house,sector 43,5.8,29974.0,1935.0,6,6,3,South-West,Relatively New,,1935.0,,0,1,0,0,1,furnished,Low Floor,Low,322.5
flat,sector 113,3.21,11823.0,2715.0,3,3,3,,New Property,2520.0,,,0,0,0,0,0,semifurnished,Mid Floor,Low,905.0
house,sector 3,0.9,10000.0,900.0,3,4,3,,Moderately Old,,3500.0,,0,0,0,0,1,furnished,Mid Floor,Low,300.0
house,sector 72,8.5,13492.0,6300.0,5,6,3+,East,Relatively New,,6300.0,,1,1,1,1,0,furnished,Mid Floor,Medium,1260.0
flat,sector 83,0.4,8547.0,468.0,1,1,1,North-East,Relatively New,,,468.0,0,0,0,0,0,unfurnished,Mid Floor,Medium,468.0
flat,sector 67,2.95,12236.0,2411.0,3,3,3,North-West,Relatively New,2411.0,,1906.0,0,1,0,0,0,furnished,Mid Floor,High,803.6666666666666
flat,sector 95,1.1,4327.0,2542.0,4,3,3,North,Relatively New,,,2542.0,0,1,0,0,1,semifurnished,Mid Floor,Low,635.5
flat,sector 37c,1.0,4724.0,2117.0,3,3,3,,Under Construction,1800.0,,,0,0,0,0,0,semifurnished,Mid Floor,Medium,705.6666666666666
flat,sector 82,1.0,5924.0,1688.0,2,2,2,South,Relatively New,1435.0,,,1,0,0,0,0,furnished,High Floor,Medium,844.0
flat,manesar,0.92,4023.0,2287.0,3,3,3+,East,Moderately Old,2287.0,,1600.0,0,1,0,0,0,semifurnished,Mid Floor,Low,762.3333333333334
flat,sector 95,0.45,4592.0,980.0,2,2,1,,Relatively New,980.0,,,1,0,0,0,0,semifurnished,Low Floor,Medium,490.0
flat,sector 90,1.25,4854.0,2575.0,4,5,2,South,Relatively New,2575.0,,,1,1,0,0,0,semifurnished,Mid Floor,High,643.75
flat,sector 65,2.35,14242.0,1650.0,3,3,3,West,Relatively New,1650.0,,,1,1,0,0,0,furnished,Low Floor,High,550.0
flat,sector 69,1.4,9103.0,1538.0,3,3,1,North-West,Relatively New,1538.0,,,0,0,0,0,0,furnished,High Floor,High,512.6666666666666
flat,sector 95,0.55,5556.0,990.0,2,2,3,North-East,Undefined,,990.0,950.0,0,0,0,0,0,semifurnished,High Floor,Low,495.0
house,sector 105,0.74,7400.0,1000.0,3,3,0,,Undefined,,1000.0,,0,0,0,0,0,semifurnished,Low Floor,Low,333.3333333333333
flat,sector 54,11.0,35223.0,3123.0,4,6,3,,Relatively New,3123.0,,,0,1,0,0,0,unfurnished,Mid Floor,Medium,780.75
house,sector 39,1.8,21871.0,823.0,1,1,2,North-East,Relatively New,,800.0,720.0,0,0,0,0,0,semifurnished,Mid Floor,Low,823.0
flat,sector 92,1.0,5128.0,1950.0,4,3,2,East,Relatively New,,,1950.0,0,0,0,0,0,semifurnished,Low Floor,Low,487.5
flat,sector 90,0.65,5000.0,1300.0,2,2,2,East,Old Property,1300.0,,,1,0,0,0,0,semifurnished,High Floor,Medium,650.0
flat,sector 79,1.3,8270.0,1572.0,2,2,3,North-East,New Property,1572.0,,,1,0,0,0,0,semifurnished,Mid Floor,Low,786.0
flat,sector 110,3.49,10265.0,3400.0,4,5,3,North-West,Relatively New,3400.0,,,0,1,0,0,0,semifurnished,Mid Floor,High,850.0
house,sector 49,6.75,32328.0,2088.0,4,4,3,West,Relatively New,,232.0,,0,1,0,0,0,furnished,Mid Floor,Low,522.0
flat,sector 102,1.05,11475.0,915.0,2,2,2,,Under Construction,,,915.0,0,0,0,0,0,semifurnished,Low Floor,Low,457.5
flat,sector 28,2.26,13697.0,1650.0,3,3,2,East,Old Property,1777.0,1700.0,1650.0,0,1,0,0,0,semifurnished,High Floor,High,550.0
flat,sector 56,0.5,8333.0,600.0,1,1,2,,Undefined,,,600.0,0,0,0,0,0,semifurnished,Mid Floor,Low,600.0
flat,sector 61,2.54,15497.0,1639.0,3,3,3,,Under Construction,,,1640.0,0,0,1,0,0,semifurnished,Low Floor,Low,546.3333333333334
flat,sector 79,2.0,8475.0,2360.0,3,4,3+,East,Relatively New,2366.0,1963.0,1629.0,0,1,0,0,0,semifurnished,Mid Floor,Medium,786.6666666666666
flat,sector 90,0.95,6333.0,1500.0,3,3,3,South-East,Relatively New,,,1500.0,0,1,0,0,0,semifurnished,Mid Floor,Medium,500.0
flat,sector 79,1.12,7147.0,1567.0,2,2,3,North-East,Relatively New,1572.0,1325.0,1200.0,1,0,0,0,0,semifurnished,Mid Floor,Low,783.5
flat,sector 2,1.01,7138.0,1415.0,2,2,3,East,Moderately Old,1415.0,,,0,0,0,0,0,semifurnished,Low Floor,Medium,707.5
flat,sector 104,2.3,9388.0,2450.0,3,4,3+,North-East,Moderately Old,2450.0,,,0,1,0,0,0,semifurnished,Mid Floor,Medium,816.6666666666666
flat,sector 50,6.0,12272.0,4889.0,4,3,3,South-East,Moderately Old,4400.0,,,0,1,0,0,0,semifurnished,Mid Floor,Low,1222.25
house,sector 66,12.0,37037.0,3240.0,5,5,3+,East,New Property,,3240.0,,0,1,1,1,0,furnished,Mid Floor,Medium,648.0
flat,sector 92,0.92,4855.0,1895.0,4,5,3+,North-East,Moderately Old,,1895.0,1600.0,0,0,0,0,0,furnished,High Floor,Medium,473.75
flat,sector 113,3.25,14143.0,2298.0,4,4,3+,,Under Construction,,,2298.0,1,1,0,1,0,semifurnished,High Floor,Medium,574.5
flat,sector 90,1.76,7946.0,2215.0,4,4,3+,North,Relatively New,2215.0,2020.0,1670.0,0,0,0,0,0,furnished,Mid Floor,Medium,553.75
flat,sector 69,1.75,8706.0,2010.0,4,4,2,North-East,Relatively New,2010.0,,,0,0,0,0,0,furnished,Mid Floor,Medium,502.5
house,sector 43,5.25,27132.0,1935.0,4,4,2,,Old Property,,1935.0,,1,1,0,0,0,furnished,Low Floor,Medium,483.75
house,sector 43,2.5,2885.0,8667.0,7,7,3,West,Relatively New,,963.0,,0,0,0,0,1,furnished,Mid Floor,Low,1238.142857142857
flat,sector 104,0.4,7030.0,569.0,2,2,1,,Relatively New,569.0,,,0,0,0,0,0,semifurnished,High Floor,Low,284.5
flat,sector 90,0.9,4615.0,1950.0,3,4,3,South-West,Relatively New,1950.0,,,0,1,0,0,0,semifurnished,Mid Floor,High,650.0
flat,sector 102,0.95,10383.0,915.0,2,2,2,,Undefined,,915.0,675.0,0,0,0,0,0,semifurnished,High Floor,Low,457.5
flat,sector 70a,1.7,8947.0,1900.0,4,3,3,North-East,Relatively New,,,1900.0,0,0,0,0,0,furnished,Low Floor,Low,475.0
house,sector 4,0.47,10609.0,443.0,2,2,1,East,New Property,,50.0,48.0,1,0,0,0,0,furnished,Low Floor,Medium,221.5
flat,sector 106,0.95,6859.0,1385.0,2,2,3+,North,Relatively New,1385.0,940.0,845.0,0,0,0,0,0,semifurnished,Low Floor,Low,692.5
flat,sector 69,1.37,8908.0,1538.0,3,3,1,North-East,Relatively New,1538.0,,,0,0,0,0,0,semifurnished,High Floor,Medium,512.6666666666666
flat,sohna road,0.35,6318.0,554.0,2,2,2,West,New Property,,,554.1255719999999,0,0,0,0,0,semifurnished,High Floor,Medium,277.0
flat,sector 82a,1.8,13846.0,1300.0,3,3,3+,North-East,Relatively New,1818.0,,1300.0,0,1,0,0,0,unfurnished,Mid Floor,High,433.3333333333333
house,sohna road road,1.35,10000.0,1350.0,5,5,3+,,Relatively New,,1350.0,,0,0,0,0,0,semifurnished,Mid Floor,Low,270.0
flat,sector 50,2.51,11992.0,2093.0,3,3,3,North-East,Moderately Old,2093.0,,,0,0,1,1,0,furnished,High Floor,Medium,697.6666666666666
flat,sector 3 phase 3 extension,0.22,4207.0,523.0,2,2,1,North-West,Relatively New,,570.0,550.0,0,0,0,0,1,unfurnished,Low Floor,Low,261.5
flat,sector 74,2.45,12141.0,2018.0,3,3,3+,South-West,Relatively New,2018.0,1800.0,1614.0,1,0,0,0,0,semifurnished,High Floor,Medium,672.6666666666666
flat,sector 69,1.2,10909.0,1100.0,2,3,0,,Undefined,,1100.0,,0,0,0,0,0,semifurnished,Low Floor,Medium,550.0
flat,sector 86,1.25,7396.0,1690.0,3,2,1,,New Property,1690.0,,,0,0,0,0,0,semifurnished,Low Floor,Medium,563.3333333333334
house,sector 46,2.2,24202.0,909.0,3,3,2,North-West,Old Property,,909.0,,0,0,1,0,0,furnished,Mid Floor,Medium,303.0
flat,sector 28,1.91,16609.0,1150.0,2,2,2,,New Property,,,1150.0,0,0,0,0,0,unfurnished,High Floor,Medium,575.0
flat,sohna road,0.95,6543.0,1452.0,2,2,3+,East,New Property,1452.0,,849.0,1,0,0,0,0,furnished,Mid Floor,Medium,726.0
flat,sector 89,0.88,7978.0,1103.0,2,2,0,,Undefined,,1103.0,,0,0,0,0,0,semifurnished,Low Floor,Low,551.5
house,sector 48,7.69,24069.0,3195.0,4,5,3,North-West,Moderately Old,,3195.0,,1,1,1,1,0,furnished,Low Floor,Medium,798.75
flat,sector 78,1.1,5055.0,2176.0,3,3,3+,,Old Property,,2176.0,,0,1,0,0,0,semifurnished,Mid Floor,Medium,725.3333333333334
flat,sector 69,1.32,8413.0,1569.0,3,3,1,South-West,Relatively New,1568.0,,,0,0,0,1,0,furnished,High Floor,Medium,523.0
flat,sector 70,1.9,9744.0,1950.0,3,3,3,North-East,New Property,1950.0,,,0,1,1,1,1,semifurnished,Mid Floor,Low,650.0
flat,sector 59,4.25,18519.0,2295.0,3,4,3,,Under Construction,2295.0,,,0,0,0,0,0,semifurnished,Mid Floor,Low,765.0
house,sector 26,4.5,33333.0,1350.0,5,5,3+,,Old Property,,1350.0,,0,0,0,0,0,semifurnished,Low Floor,Low,270.0
flat,sohna road,1.2,6742.0,1780.0,3,3,0,,Undefined,,1780.0,,0,0,0,0,0,semifurnished,High Floor,Medium,593.3333333333334
flat,sector 81,2.2,11190.0,1966.0,3,4,3+,North-East,Relatively New,2100.0,,,0,1,0,0,0,unfurnished,Mid Floor,Medium,655.3333333333334
house,sector 49,4.05,20769.0,1950.0,3,3,3,East,Moderately Old,,2000.0,1950.0,0,1,1,0,0,semifurnished,Low Floor,Low,650.0
house,sector 55,3.1,20026.0,1548.0,5,4,3+,North-East,Moderately Old,,1548.0,,0,1,1,0,0,furnished,Low Floor,Medium,309.6
flat,sector 74,1.55,13790.0,1124.0,2,2,3+,South,Relatively New,1406.0,1300.0,1124.0,0,0,0,0,1,semifurnished,High Floor,Medium,562.0
flat,sector 89,1.5,7059.0,2125.0,3,3,3,,Relatively New,2125.0,,,1,1,0,0,0,semifurnished,Mid Floor,Medium,708.3333333333334
house,sector 4,0.65,13000.0,500.0,2,1,1,East,Moderately Old,,500.0,,0,0,0,0,0,semifurnished,Mid Floor,Low,250.0
flat,sector 88a,1.5,8108.0,1850.0,3,3,3+,North-East,New Property,1850.0,,,0,0,0,0,0,semifurnished,High Floor,Low,616.6666666666666
flat,sector 33,1.1,9910.0,1110.0,2,2,3,East,Moderately Old,1110.0,1100.0,1000.0,0,0,0,0,0,furnished,Mid Floor,Low,555.0
house,sector 109,5.85,26423.0,2214.0,4,5,3+,East,Relatively New,,2214.0,,0,1,0,0,0,furnished,Low Floor,Medium,553.5
flat,sector 82,1.75,6903.0,2535.0,4,5,3+,West,Undefined,,2535.0,1960.0,0,0,0,0,0,semifurnished,Low Floor,Medium,633.75
house,sector 28,1.39,11583.0,1200.0,2,2,1,North-East,Old Property,,1450.0,1200.0,0,0,1,0,0,semifurnished,Mid Floor,Low,600.0
flat,sector 28,5.5,14612.0,3764.0,4,5,3+,East,Moderately Old,3764.0,,,0,1,0,0,1,furnished,Mid Floor,Low,941.0
flat,sector 66,3.2,17778.0,1800.0,3,3,3,South-West,Relatively New,2200.0,,1800.0,1,1,1,1,0,semifurnished,High Floor,Medium,600.0
flat,sector 70,1.0,10309.0,970.0,3,2,2,,Moderately Old,,,970.0,0,0,0,0,0,semifurnished,Mid Floor,Medium,323.3333333333333
flat,sector 81,0.88,8044.0,1094.0,2,2,3,West,Relatively New,1360.0,,1094.0,1,0,0,0,0,furnished,Mid Floor,Medium,547.0
flat,sector 108,2.9,14478.0,2003.0,3,4,2,North-East,Relatively New,2003.0,,,0,0,0,0,0,semifurnished,High Floor,Medium,667.6666666666666
flat,sector 92,0.75,4744.0,1581.0,3,3,3,East,Relatively New,1454.0,1415.0,1350.0,0,0,0,0,1,furnished,Low Floor,Low,527.0
house,sector 56,7.25,29340.0,2471.0,8,8,3+,North-East,Moderately Old,,303.0,,0,0,0,0,0,furnished,Low Floor,Low,308.875
house,sector 13,0.45,4808.0,936.0,1,1,0,,Undefined,,936.0,,0,0,0,0,0,semifurnished,Low Floor,Low,936.0
flat,sector 88a,1.62,10019.0,1617.0,3,2,3+,East,Relatively New,1617.0,,,1,0,0,0,0,unfurnished,Mid Floor,Low,539.0
house,sector 50,11.5,35494.0,3240.0,5,6,0,North-West,Undefined,,3240.0,,0,0,0,0,0,semifurnished,Low Floor,Low,648.0
house,sector 57,3.6,20833.0,1728.0,4,4,2,South,Old Property,,1728.0,,1,1,1,1,0,semifurnished,Low Floor,Medium,432.0
house,sector 46,3.6,24845.0,1449.0,5,5,3+,South-East,Moderately Old,,1449.0,,0,1,0,0,0,furnished,Mid Floor,Medium,289.8
flat,sector 65,2.01,13499.0,1489.0,2,2,3,North-East,New Property,1516.0,,1433.0,1,0,0,0,0,semifurnished,Mid Floor,Low,744.5
flat,sector 92,0.21,6954.0,302.0,1,1,1,South-East,Relatively New,,,302.0,0,0,0,0,0,semifurnished,Low Floor,Medium,302.0
flat,sector 60,2.05,15185.0,1350.0,2,3,2,North-East,Relatively New,1524.0,1520.0,1350.0,0,0,1,0,0,furnished,Low Floor,High,675.0
flat,sector 56,0.45,7500.0,600.0,1,1,2,,Old Property,600.0,,,0,0,0,0,0,semifurnished,Mid Floor,Medium,600.0
flat,sector 37d,0.75,5319.0,1410.0,2,2,3,,Moderately Old,,1410.0,,0,0,0,0,0,semifurnished,High Floor,Medium,705.0
flat,sector 65,6.15,18287.0,3363.0,3,3,3,,Moderately Old,3363.0,,2710.0,1,1,0,0,0,furnished,High Floor,Medium,1121.0
flat,sector 89,1.16,8152.0,1423.0,3,3,2,South-East,Under Construction,,,1423.0,1,0,0,0,0,semifurnished,Mid Floor,Medium,474.3333333333333
flat,sector 79,2.03,9046.0,2244.0,3,4,3+,South-East,Relatively New,2244.0,,,0,1,0,0,0,semifurnished,Mid Floor,Medium,748.0
flat,sector 37c,1.43,7186.0,1990.0,3,3,3+,North-West,Relatively New,1990.0,,1700.0,1,1,0,0,1,semifurnished,Low Floor,Low,663.3333333333334
flat,sector 90,0.92,4907.0,1875.0,3,4,3,North-East,Relatively New,1875.0,,1161.0,0,1,0,0,0,semifurnished,Mid Floor,Medium,625.0
flat,sector 49,4.52,10984.0,4115.0,5,5,3+,West,Moderately Old,4115.0,,,1,1,0,1,0,semifurnished,High Floor,Low,823.0
flat,sector 43,5.25,20388.0,2575.0,4,4,3,North,Old Property,2575.0,2570.0,2560.0,0,1,0,1,1,semifurnished,Mid Floor,Medium,643.75
flat,sector 79,1.3,8725.0,1490.0,3,3,3,East,Relatively New,1490.0,1176.0,863.91,0,0,1,0,0,furnished,High Floor,Medium,496.6666666666667
flat,sector 63a,1.4,11336.0,1235.0,2,2,2,East,Under Construction,,,1235.0,0,0,0,0,1,semifurnished,Mid Floor,Low,617.5
flat,sector 108,3.25,15685.0,2072.0,3,3,3,North,Relatively New,2072.0,,,0,0,0,0,0,semifurnished,High Floor,Medium,690.6666666666666
flat,sector 92,0.99,9074.0,1091.0,3,2,3,,Under Construction,,1091.0,,0,0,0,0,0,semifurnished,Low Floor,Low,363.6666666666667
flat,sector 79,1.3,9623.0,1351.0,2,4,2,East,Relatively New,1351.0,,,0,0,0,0,0,semifurnished,Mid Floor,Medium,675.5
house,sector 46,5.5,23061.0,2385.0,8,8,3+,,Moderately Old,,2385.0,,1,0,0,0,1,furnished,Mid Floor,Low,298.125
house,sector 17b,7.2,15926.0,4521.0,4,4,2,,Old Property,,4494.0,,0,1,1,0,0,semifurnished,Low Floor,Low,1130.25
flat,sector 90,1.65,7449.0,2215.0,4,4,3+,East,Relatively New,2215.0,2214.0,2213.0,0,0,0,0,0,semifurnished,High Floor,High,553.75
flat,sector 37c,0.9,5856.0,1537.0,3,3,3,South-West,Moderately Old,,1537.0,,0,0,0,0,0,furnished,Mid Floor,Medium,512.3333333333334
flat,sector 108,1.9,13758.0,1381.0,2,2,2,East,Relatively New,1381.0,,,0,0,0,0,0,semifurnished,Mid Floor,Medium,690.5
house,sector 23,5.5,13095.0,4200.0,9,9,3+,South,Moderately Old,,4200.0,,0,1,0,0,1,furnished,Mid Floor,Low,466.6666666666667
flat,sector 90,1.25,8117.0,1540.0,3,3,3,South-East,Relatively New,1702.0,1640.0,1540.0,0,0,0,1,0,semifurnished,Mid Floor,High,513.3333333333334
flat,sector 22,3.2,11498.0,2783.0,3,4,3+,North-East,New Property,2781.0,,,0,0,0,0,0,semifurnished,Low Floor,Low,927.6666666666666
flat,sector 107,1.8,7624.0,2361.0,3,4,3+,,Relatively New,2361.0,,1384.0,0,1,0,0,0,semifurnished,Low Floor,Medium,787.0
flat,sector 67a,1.8,9370.0,1921.0,3,3,2,North,New Property,1921.0,,1227.96,1,0,1,0,0,furnished,Mid Floor,High,640.3333333333334
house,sector 82,7.0,21605.0,3240.0,4,4,3+,North-East,Relatively New,,3240.0,,1,1,0,1,0,furnished,Low Floor,Low,810.0
flat,sector 107,0.5,8929.0,560.0,2,2,2,,New Property,,,560.0,0,0,0,0,0,semifurnished,High Floor,Low,280.0
flat,sector 82a,3.5,13431.0,2606.0,5,5,3+,North-East,Relatively New,,,2606.0,1,0,0,0,0,unfurnished,High Floor,Low,521.2
house,sector 2,5.0,12500.0,4000.0,6,4,0,,Undefined,,4000.0,,0,0,0,0,0,semifurnished,Mid Floor,Low,666.6666666666666
flat,sector 69,0.91,6863.0,1326.0,3,2,2,,Moderately Old,,,1326.0,0,0,0,0,0,semifurnished,High Floor,Low,442.0
house,sector 2,4.0,16667.0,2400.0,4,4,3+,North-East,Moderately Old,,2400.0,,0,1,0,0,0,semifurnished,Low Floor,Low,600.0
flat,sector 66,2.85,14615.0,1950.0,3,3,3,North-East,Relatively New,1950.0,1920.0,1550.0,1,0,0,0,0,furnished,High Floor,Medium,650.0
flat,sector 81,0.5,7886.0,634.0,2,2,1,East,New Property,,,634.0,0,0,0,0,0,unfurnished,High Floor,Medium,317.0
flat,sector 77,2.1,10370.0,2025.0,3,3,3,,New Property,2025.0,,,1,1,0,0,0,semifurnished,High Floor,Low,675.0
house,sector 7,2.0,11111.0,1800.0,2,2,1,,Relatively New,,1800.0,,0,0,0,0,0,semifurnished,Low Floor,Low,900.0
flat,sector 65,6.15,15999.0,3844.0,3,5,3+,West,Relatively New,,,3844.0,0,1,0,0,0,unfurnished,Low Floor,Low,1281.3333333333333
flat,sector 84,0.92,5041.0,1825.0,3,3,3,East,Relatively New,1825.0,,,1,0,0,1,0,semifurnished,Low Floor,Medium,608.3333333333334
house,sector 28,1.45,8002.0,1812.0,3,2,1,North,Relatively New,,1800.0,900.0,0,0,0,0,0,semifurnished,Low Floor,Low,604.0
flat,sector 2,1.55,8073.0,1920.0,3,4,3+,East,Moderately Old,1920.0,,,0,1,0,0,0,semifurnished,Mid Floor,Medium,640.0
flat,sector 103,2.36,9183.0,2570.0,4,6,3+,East,Relatively New,2875.0,,2570.0,0,1,0,0,0,furnished,Mid Floor,High,642.5
flat,sector 104,1.2,17544.0,684.0,2,2,2,,Under Construction,1099.0,,683.83,0,0,0,0,0,semifurnished,High Floor,Low,342.0
flat,sector 92,0.5,5000.0,1000.0,2,2,3,,Moderately Old,1000.0,,,0,0,0,0,0,semifurnished,Low Floor,Low,500.0
flat,sector 110,3.25,9559.0,3400.0,4,4,3,South,Relatively New,3400.0,,,0,1,0,0,1,semifurnished,High Floor,Medium,850.0
flat,sector 102,1.35,14754.0,915.0,2,2,2,,Under Construction,915.0,,,0,0,0,0,0,semifurnished,Mid Floor,Low,457.5
flat,sector 65,2.35,14242.0,1650.0,3,3,2,East,Relatively New,,1650.0,,1,1,0,0,0,semifurnished,Mid Floor,High,550.0
flat,sector 37c,0.38,4108.0,925.0,2,2,1,,Relatively New,,925.0,800.0,0,0,0,0,0,semifurnished,Mid Floor,Medium,462.5
flat,sector 56,2.11,8612.0,2450.0,3,2,3,South,Relatively New,2450.0,2250.0,2150.0,0,0,0,0,1,furnished,Mid Floor,Medium,816.6666666666666
flat,sector 74,1.48,12333.0,1200.0,2,2,3,North-East,Relatively New,1400.0,1300.0,1200.0,0,0,1,0,0,semifurnished,High Floor,High,600.0
house,sector 26,17.0,37627.0,4518.0,5,6,3,North-West,Old Property,,4518.0,,0,1,1,1,0,furnished,Low Floor,Medium,903.6
flat,sector 36,0.41,6269.0,654.0,2,2,3,,Undefined,,654.0,,0,0,0,0,0,semifurnished,Mid Floor,Low,327.0
flat,sector 85,2.05,7290.0,2812.0,4,4,3+,North-East,Relatively New,2812.0,2500.0,2250.0,0,1,0,0,0,furnished,Mid Floor,Low,703.0
flat,sector 109,2.95,9365.0,3150.0,4,5,3+,North-East,Relatively New,3150.0,,,0,1,0,0,0,semifurnished,Mid Floor,Medium,787.5
flat,sohna road,0.53,6386.0,830.0,2,2,2,North-East,Relatively New,,,822.0,0,0,0,1,0,semifurnished,Low Floor,High,415.0
house,sector 7,2.43,14890.0,1632.0,4,4,2,South-West,Old Property,,345.0,,1,0,1,1,0,semifurnished,Mid Floor,Low,408.0
flat,sector 92,0.95,5008.0,1897.0,4,5,3+,,Moderately Old,1897.0,,,0,1,0,0,0,semifurnished,Mid Floor,Low,474.25
house,sector 48,7.25,22377.0,3240.0,4,4,3,,Relatively New,,360.0,,1,1,1,1,0,furnished,Low Floor,Medium,810.0
flat,sector 83,1.19,7438.0,1600.0,3,3,2,South,Relatively New,,,1600.0,0,1,0,0,0,furnished,Mid Floor,Low,533.3333333333334
flat,sector 99a,0.59,3976.0,1484.0,2,2,3,East,Under Construction,1252.13,,,0,0,0,0,1,semifurnished,Low Floor,Medium,742.0
flat,sector 111,0.6,8451.0,710.0,2,2,3,East,New Property,,,710.0,0,0,0,0,0,semifurnished,Mid Floor,Medium,355.0
flat,sector 61,1.41,12250.0,1151.0,2,2,2,,Under Construction,,1150.0,,1,0,0,0,0,semifurnished,Low Floor,Medium,575.5
flat,sector 48,1.75,7202.0,2430.0,3,3,3,South,Old Property,2430.0,2200.0,1800.0,0,1,0,0,0,furnished,Mid Floor,Medium,810.0
house,sector 66,15.1,18605.0,8116.0,5,5,3+,East,New Property,,8067.799999999999,,1,1,1,1,0,semifurnished,Mid Floor,Medium,1623.2
flat,sohna road,0.35,6076.0,576.0,2,2,2,,Relatively New,576.0,,480.53,0,0,0,0,0,semifurnished,High Floor,Medium,288.0
flat,sector 43,2.75,13750.0,2000.0,3,4,3+,North-East,Moderately Old,,,2000.0,0,1,0,0,1,furnished,Mid Floor,Low,666.6666666666666
house,sector 47,5.25,11667.0,4500.0,9,9,3+,East,Relatively New,,4650.0,4500.0,0,1,0,0,0,furnished,Mid Floor,Medium,500.0
flat,sector 68,1.0,8475.0,1180.0,2,2,3,,New Property,,,1180.0,0,0,0,0,0,semifurnished,High Floor,Low,590.0
flat,sector 71,0.95,7930.0,1198.0,2,2,2,South,Moderately Old,1198.0,,,0,0,0,0,0,furnished,Mid Floor,Medium,599.0
flat,sector 1,0.85,3953.0,2150.0,3,3,3+,North-East,Moderately Old,2150.0,,,0,1,0,0,0,semifurnished,Mid Floor,Low,716.6666666666666
flat,sector 54,3.25,14118.0,2302.0,3,3,3+,East,Old Property,,,2302.0,0,0,0,1,0,furnished,Low Floor,Medium,767.3333333333334
flat,sector 83,1.25,6313.0,1980.0,3,3,2,West,Relatively New,1980.0,,,0,1,0,0,0,semifurnished,Low Floor,Medium,660.0
house,sector 28,8.4,34568.0,2430.0,4,4,3+,North-East,Relatively New,,2430.0,,0,1,1,1,0,furnished,Low Floor,Medium,607.5
house,sector 4,0.8,6088.0,1314.0,5,4,3,,Under Construction,,146.0,,0,0,0,0,0,semifurnished,Mid Floor,Low,262.8
flat,sector 68,1.0,12500.0,800.0,2,2,3,,Relatively New,,,800.0,0,0,0,0,0,semifurnished,High Floor,Low,400.0
flat,sector 111,3.4,11525.0,2950.0,4,5,3+,East,Relatively New,2950.0,,,0,1,0,0,0,semifurnished,High Floor,Medium,737.5
flat,sector 103,0.93,6405.0,1452.0,2,3,3,East,Relatively New,,,1452.0,0,1,0,0,0,furnished,Mid Floor,Medium,726.0
house,sector 70a,1.18,8138.0,1450.0,3,3,3+,North-East,Relatively New,,,1450.0,0,0,0,0,1,furnished,Low Floor,High,483.3333333333333
flat,sector 62,10.75,19499.0,5513.0,5,7,3,North-East,Relatively New,5514.0,,,0,1,0,0,0,furnished,Mid Floor,High,1102.6
flat,sector 56,1.55,7750.0,2000.0,3,3,3+,East,Moderately Old,2000.0,,,0,1,0,0,0,furnished,Mid Floor,Low,666.6666666666666
flat,sector 95,0.9,4500.0,2000.0,3,3,1,,Relatively New,,2000.0,,0,0,0,0,0,semifurnished,High Floor,Medium,666.6666666666666
flat,sector 81,2.45,11492.0,2132.0,3,3,2,South-East,Relatively New,2132.0,1800.0,1500.0,0,1,0,0,0,furnished,Mid Floor,High,710.6666666666666
flat,sector 68,0.92,7390.0,1245.0,2,2,3,West,Under Construction,1245.0,,,0,0,0,0,1,semifurnished,Mid Floor,Medium,622.5
