property_type,sector,price,price_per_sqft,area,bedRoom,bathroom,balcony,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,floor_category,luxury_category,area_room_ratio
flat,sector 70a,1.2,7059.0,1700.0,3,3,3+,,Relatively New,1700.0,1450.0,,0,0,0,0,0,unfurnished,Low Floor,Low,566.6666666666666
flat,sector 113,1.85,11716.0,1579.0,3,2,2,East,New Property,1579.0,,,0,0,0,0,0,semifurnished,Mid Floor,Low,526.3333333333334
flat,sector 79,1.15,7497.0,1534.0,3,3,3+,,Under Construction,1534.0,1200.0,1103.0,1,0,0,0,0,semifurnished,Low Floor,Medium,511.3333333333333
flat,sector 49,2.45,11887.0,2061.0,3,3,3,North-East,Relatively New,2061.0,,,1,0,0,0,0,semifurnished,Low Floor,Low,687.0
flat,sector 83,1.25,6313.0,1980.0,3,3,2,North,Moderately Old,1980.0,1700.0,1400.0,0,1,0,0,0,semifurnished,High Floor,Medium,660.0
flat,sector 86,0.45,7745.0,581.0,2,2,1,,Under Construction,,,581.3582389999999,0,0,0,0,0,semifurnished,Mid Floor,Medium,290.5
house,sector 57,6.0,22222.0,2700.0,4,5,2,,Old Property,,2700.0,,0,1,0,1,0,furnished,Low Floor,Low,675.0
flat,sector 60,3.6,12816.0,2809.0,4,5,3,North-East,Relatively New,2809.0,,2400.0,0,1,0,0,0,furnished,High Floor,Low,702.25
flat,sector 85,1.17,6720.0,1741.0,2,3,3,South-East,Relatively New,1741.0,1550.0,1350.0,0,0,0,0,1,semifurnished,Mid Floor,Low,870.5
house,sector 105,0.55,1213.0,4536.0,4,4,0,,Undefined,,56.0,,0,0,0,0,0,semifurnished,Low Floor,Low,1134.0
house,sector 49,2.75,19841.0,1386.0,3,3,1,North-West,Old Property,,,1650.0,0,0,0,0,1,furnished,Low Floor,Medium,462.0
flat,sector 92,0.45,6000.0,750.0,3,3,1,North-East,Relatively New,,,750.0,0,0,0,0,0,semifurnished,Mid Floor,Low,250.0
flat,sector 22,4.78,15469.0,3090.0,3,4,3,West,Relatively New,3090.0,2500.0,2250.0,0,1,0,0,1,unfurnished,Mid Floor,Medium,1030.0
flat,sector 84,0.9,6207.0,1450.0,3,3,3+,North-East,Relatively New,1725.0,1525.0,1450.0,0,0,0,0,0,semifurnished,High Floor,High,483.3333333333333
flat,sector 84,0.27,7965.0,339.0,1,1,1,North-East,Relatively New,439.0,,339.0,0,0,0,0,0,unfurnished,High Floor,Low,339.0
flat,sector 33,1.62,13978.0,1159.0,3,4,3+,North,New Property,,129.42,107.7,0,1,0,0,0,semifurnished,Mid Floor,Medium,386.3333333333333
house,sector 49,6.5,18808.0,3456.0,5,5,2,North-East,Relatively New,,3456.0,,1,1,0,1,0,furnished,Low Floor,Low,691.2
flat,sector 89,1.25,8784.0,1423.0,3,3,0,,Undefined,,1423.0,1190.0,0,0,0,0,0,semifurnished,Mid Floor,Medium,474.3333333333333
house,sector 52,2.25,16071.0,1400.0,3,3,3,South-East,New Property,,1800.0,1400.0,0,1,0,0,0,furnished,Mid Floor,Low,466.6666666666667
flat,sector 110,3.4,10000.0,3400.0,4,5,3,East,Relatively New,3400.0,,,0,1,1,0,0,semifurnished,Mid Floor,Medium,850.0
flat,sector 102,1.35,8182.0,1650.0,3,3,3,North-West,Relatively New,1650.0,,1022.58,0,1,0,0,0,semifurnished,Mid Floor,Medium,550.0
flat,sector 113,1.32,10345.0,1276.0,2,2,2,North-East,Relatively New,1276.0,1199.0,1099.0,0,0,0,0,0,semifurnished,Mid Floor,Low,638.0
house,sector 49,1.6,3500.0,4572.0,4,4,3,East,New Property,,60.0,,0,0,0,0,0,furnished,Mid Floor,Low,1143.0
house,sector 25,6.5,36111.0,1800.0,4,3,3,,Moderately Old,,1800.0,,1,0,0,1,0,semifurnished,Mid Floor,Low,450.0
flat,sector 109,2.2,10023.0,2195.0,3,4,3,North-East,Relatively New,2095.0,1860.0,,0,1,0,0,0,semifurnished,Mid Floor,High,731.6666666666666
flat,sector 82,0.97,5419.0,1790.0,3,4,2,North-West,Relatively New,1790.0,,,0,1,0,0,0,semifurnished,High Floor,Medium,596.6666666666666
house,sector 24,1.6,3292.0,4860.0,7,5,3+,,Old Property,,540.0,,0,0,0,0,0,semifurnished,Mid Floor,Low,694.2857142857143
house,sector 39,5.15,14071.0,3660.0,5,5,0,,Relatively New,,340.0,,0,0,0,0,0,semifurnished,Low Floor,Low,732.0
house,sector 48,8.4,21000.0,4000.0,4,5,3+,North,Moderately Old,,4000.0,,1,1,0,1,0,furnished,Low Floor,Low,1000.0
flat,sector 37d,1.1,6377.0,1725.0,3,3,3+,East,Under Construction,1725.0,,,0,0,0,0,0,semifurnished,Mid Floor,Medium,575.0
flat,sector 22,4.1,28101.0,1459.0,3,3,3+,North-East,New Property,2781.0,,1459.0,0,0,0,0,0,unfurnished,Low Floor,Medium,486.3333333333333
flat,sector 71,1.16,6655.0,1743.0,3,3,3,South-West,Moderately Old,1743.0,,,0,1,0,0,0,furnished,Mid Floor,Medium,581.0
flat,sector 90,0.8,5926.0,1350.0,2,3,2,,Undefined,,1350.0,,0,0,0,0,0,semifurnished,Low Floor,Medium,675.0
flat,sector 92,1.19,5219.0,2280.0,4,3,3,North,Relatively New,,,2280.0,0,1,0,0,0,semifurnished,High Floor,Medium,570.0
flat,manesar,0.6,4000.0,1500.0,3,2,2,South-East,Moderately Old,1500.0,,1077.0,0,0,0,0,0,semifurnished,Mid Floor,Medium,500.0
flat,sector 89,1.05,9519.0,1103.0,2,2,2,,Under Construction,,1103.0,,1,0,0,0,1,semifurnished,Mid Floor,Low,551.5
flat,sector 37c,1.43,7186.0,1990.0,3,3,3+,North,Relatively New,1990.0,,1680.0,0,1,0,0,1,semifurnished,Low Floor,Low,663.3333333333334
flat,sector 107,1.35,5718.0,2361.0,3,4,3+,South,Relatively New,2361.0,1950.0,,0,1,0,0,0,furnished,Mid Floor,Medium,787.0
flat,sector 85,1.45,6840.0,2120.0,3,4,2,North,New Property,2120.0,1616.0,,0,1,0,0,0,semifurnished,Mid Floor,Low,706.6666666666666
flat,sector 93,1.25,6898.0,1812.0,3,4,2,North-East,Relatively New,1805.0,1350.0,1100.0,0,0,0,0,0,furnished,High Floor,Medium,604.0
flat,sector 79,1.7,10828.0,1570.0,3,2,3,,Undefined,,1570.0,1099.0,0,0,0,0,0,semifurnished,Mid Floor,Low,523.3333333333334
flat,sector 104,2.25,10465.0,2150.0,3,4,3+,North,Relatively New,2450.0,,2150.0,0,1,0,0,0,furnished,Mid Floor,High,716.6666666666666
flat,sector 48,1.6,8377.0,1910.0,3,3,3+,North,Old Property,1910.0,1895.0,1800.0,0,0,0,0,1,furnished,Mid Floor,Low,636.6666666666666
house,sector 12,1.4,8701.0,1609.0,2,2,1,North-East,Old Property,,166.0,,0,0,0,0,0,semifurnished,Low Floor,Low,804.5
flat,sector 73,0.9,5549.0,1622.0,3,3,3,East,Under Construction,,1622.0,,0,1,0,0,0,semifurnished,Mid Floor,Medium,540.6666666666666
house,sector 5,0.8,8889.0,900.0,2,2,1,,Old Property,,900.0,,0,0,0,0,0,semifurnished,Low Floor,Low,450.0
flat,sector 90,1.95,7151.0,2727.0,4,4,3+,North-East,Relatively New,2727.0,,2200.0,0,1,1,0,0,semifurnished,High Floor,High,681.75
flat,sector 88a,2.1,12174.0,1725.0,4,4,3,East,New Property,2175.0,1745.0,1725.0,1,1,0,0,0,semifurnished,Low Floor,Medium,431.25
flat,sector 102,1.24,10206.0,1215.0,2,2,2,East,Relatively New,1215.0,,,0,0,0,0,0,semifurnished,Mid Floor,Medium,607.5
flat,sector 83,0.84,6747.0,1245.0,2,2,2,East,Moderately Old,1245.0,,,0,0,0,0,0,furnished,Mid Floor,High,622.5
flat,sector 99,2.45,8813.0,2780.0,3,4,3,East,New Property,2780.0,,,0,1,0,0,0,furnished,Low Floor,High,926.6666666666666
flat,sector 85,1.87,7779.0,2404.0,3,4,3,North-East,Relatively New,2408.0,2225.0,2175.0,0,0,0,0,0,semifurnished,Mid Floor,Low,801.3333333333334
house,sector 11,0.24,5333.0,450.0,2,2,0,North,Relatively New,,450.0,,0,0,0,0,0,semifurnished,Low Floor,Low,225.0
flat,sohna road,0.32,6723.0,476.0,2,1,0,,Undefined,,476.0,,0,0,0,0,0,semifurnished,Low Floor,Low,238.0
house,sector 43,5.75,29716.0,1935.0,4,4,2,North,Old Property,,1935.0,,0,1,1,1,0,semifurnished,Low Floor,Low,483.75
house,sector 105,0.7,5833.0,1200.0,3,2,2,,Undefined,,1200.0,,0,0,0,0,0,semifurnished,Low Floor,Low,400.0
house,sector 24,2.75,7667.0,3587.0,7,7,3+,North-East,Moderately Old,,3000.0,,0,0,0,0,1,furnished,Mid Floor,Low,512.4285714285714
flat,sector 15,0.43,5584.0,770.0,2,2,1,,Relatively New,,,770.0,0,0,0,0,0,furnished,Low Floor,Low,385.0
flat,sector 50,2.92,11209.0,2605.0,3,3,3,North,Moderately Old,2605.0,2600.0,2100.0,0,1,0,0,0,furnished,Mid Floor,High,868.3333333333334
flat,sector 83,1.8,12000.0,1500.0,3,4,3+,South-West,Relatively New,,,1500.0,0,1,0,0,0,furnished,Mid Floor,Medium,500.0
house,sector 25,8.0,8000.0,10000.0,3,9,2,,New Property,,,10000.0,0,0,0,0,0,semifurnished,Mid Floor,Low,3333.3333333333335
flat,sohna road,0.29,5588.0,519.0,2,2,1,,Relatively New,,,519.0,0,0,0,0,0,semifurnished,Mid Floor,Low,259.5
flat,sector 108,1.55,7738.0,2003.0,3,3,3+,North-East,Relatively New,2003.0,1750.0,1550.0,0,1,0,1,0,furnished,Mid Floor,High,667.6666666666666
house,sector 54,25.0,31110.0,8036.0,4,4,3+,North,Moderately Old,,1000.0,,1,1,1,1,0,semifurnished,Low Floor,Low,2009.0
house,sector 2,19.5,27083.0,7200.0,8,9,3+,North,New Property,,7200.0,,1,1,0,1,0,semifurnished,Low Floor,Medium,900.0
flat,sector 85,1.05,6402.0,1640.0,2,2,3,North-East,Relatively New,1640.0,,,0,0,0,0,1,semifurnished,Mid Floor,Low,820.0
flat,sector 69,1.7,8625.0,1971.0,4,4,1,North-West,Relatively New,1970.0,,,0,0,0,0,0,semifurnished,High Floor,Medium,492.75
flat,sector 63,3.0,18270.0,1642.0,3,3,3+,,Relatively New,,1642.0,1500.0,0,1,0,0,0,furnished,High Floor,Low,547.3333333333334
flat,sector 108,0.8,4080.0,1961.0,3,3,3,North-East,Relatively New,1838.0,,,0,0,0,1,0,semifurnished,Mid Floor,High,653.6666666666666
flat,sector 65,4.94,16234.0,3043.0,3,4,3,North-East,Moderately Old,3043.0,,,0,1,0,0,0,semifurnished,High Floor,High,1014.3333333333334
house,sector 109,9.4,26111.0,3600.0,5,6,3+,North-East,Relatively New,,3600.0,,1,1,1,1,0,furnished,Low Floor,Medium,720.0
flat,sector 70,1.63,8359.0,1950.0,3,3,3,East,New Property,1950.0,,1161.0,0,1,0,0,1,semifurnished,Mid Floor,Low,650.0
flat,sector 99a,0.3,4615.0,650.0,2,2,1,,New Property,650.0,,550.0,0,0,0,0,0,semifurnished,Mid Floor,Low,325.0
house,sector 86,0.42,1037.0,4050.0,5,3,2,,Relatively New,,50.0,,0,0,0,0,0,semifurnished,Mid Floor,Low,810.0
flat,sector 92,0.51,4080.0,1250.0,3,2,2,North,Relatively New,1250.0,,,0,0,0,0,0,semifurnished,Low Floor,Medium,416.6666666666667
flat,sector 102,1.28,10535.0,1215.0,2,2,3,East,Relatively New,1215.0,,,0,0,0,0,0,semifurnished,Mid Floor,Low,607.5
flat,sohna road,0.54,7200.0,750.0,2,2,2,North-East,Under Construction,,,750.0,0,0,0,0,0,semifurnished,Mid Floor,Medium,375.0
flat,sector 37d,1.0,7782.0,1285.0,3,3,2,,Relatively New,1285.0,,,0,0,0,0,0,semifurnished,Mid Floor,Low,428.3333333333333
flat,sector 78,0.9,4615.0,1950.0,3,3,2,,Moderately Old,1950.0,1900.0,1854.0,0,1,0,1,0,semifurnished,Low Floor,Medium,650.0
flat,sector 92,1.0,4778.0,2093.0,4,4,3,,Undefined,,2093.0,,0,0,0,0,0,semifurnished,Mid Floor,Low,523.25
flat,sector 90,0.45,7188.0,626.0,2,2,1,,New Property,,,626.0,0,0,0,0,0,furnished,Low Floor,Low,313.0
flat,sector 92,1.83,7871.0,2325.0,4,3,3,East,New Property,2325.0,,,0,1,0,0,0,semifurnished,Mid Floor,Medium,581.25
house,sector 82,6.8,20988.0,3240.0,4,4,3+,North-East,Relatively New,,3240.0,,0,1,0,0,0,unfurnished,Mid Floor,Medium,810.0
flat,sector 67,3.4,14419.0,2358.0,3,4,3,North-West,Relatively New,2358.0,,1708.0,0,1,0,0,0,furnished,High Floor,High,786.0
flat,sector 102,1.4,8485.0,1650.0,3,3,3,East,Relatively New,1650.0,,1022.58,0,1,0,0,0,semifurnished,Mid Floor,Medium,550.0
flat,sector 70a,1.6,10159.0,1575.0,3,3,3,North-East,New Property,,,1575.0,0,1,0,0,1,semifurnished,Low Floor,Medium,525.0
flat,sector 107,0.8,5857.0,1366.0,2,2,3+,,New Property,1366.0,,,0,0,0,0,0,semifurnished,High Floor,Medium,683.0
flat,sector 82,1.28,6819.0,1877.0,3,3,3,North,Relatively New,1877.0,1800.0,1500.0,1,0,0,0,0,furnished,Mid Floor,High,625.6666666666666
flat,sector 85,0.8,4857.0,1647.0,3,4,3,West,Relatively New,1645.0,1390.0,1275.0,0,1,0,0,0,furnished,Mid Floor,Low,549.0
flat,sector 69,1.4,8861.0,1580.0,3,3,2,North-East,Relatively New,1578.0,,,0,0,0,1,0,semifurnished,Low Floor,Medium,526.6666666666666
flat,sector 107,1.39,5887.0,2361.0,3,4,3+,East,Relatively New,2361.0,,1780.0,0,1,0,1,0,furnished,Mid Floor,High,787.0
flat,sector 91,1.8,7759.0,2320.0,4,3,3+,North,Relatively New,,,2320.0,1,0,0,1,0,unfurnished,Low Floor,Low,580.0
flat,sector 52,1.4,6087.0,2300.0,3,3,3+,North-East,Relatively New,,,2300.0,0,0,0,0,0,furnished,Mid Floor,Medium,766.6666666666666
flat,sector 28,2.35,13225.0,1777.0,3,4,3,South-East,Old Property,1777.0,1700.0,1600.0,0,1,0,0,0,furnished,Mid Floor,Medium,592.3333333333334
flat,sector 86,1.25,6477.0,1930.0,3,4,3+,South-West,Relatively New,1930.0,,,0,1,0,1,0,semifurnished,Low Floor,Medium,643.3333333333334
flat,sector 70a,1.55,7844.0,1976.0,3,3,3,South,Relatively New,1976.0,1600.0,1400.0,1,1,0,1,1,semifurnished,Mid Floor,Low,658.6666666666666
flat,sector 95,0.72,3664.0,1965.0,3,3,2,East,Relatively New,1965.0,1800.0,1600.0,0,0,0,0,1,semifurnished,Mid Floor,Low,655.0
house,sector 8,0.62,11273.0,550.0,3,1,0,,Undefined,,550.0,,0,0,0,0,0,semifurnished,Low Floor,Low,183.33333333333334
flat,sector 107,0.36,6581.0,547.0,2,2,2,South-East,Relatively New,,,547.0,0,0,0,0,0,semifurnished,Mid Floor,Low,273.5
flat,sector 37c,0.98,5399.0,1815.0,3,4,3,South-West,Relatively New,1815.0,,1510.0,0,1,0,0,1,semifurnished,Mid Floor,Low,605.0
flat,sector 93,0.38,6387.0,595.0,2,2,2,North,Relatively New,,,594.920753,0,0,0,0,0,semifurnished,Mid Floor,Low,297.5
flat,sector 104,2.3,10000.0,2300.0,3,4,3+,North-East,New Property,,,2290.0,0,1,0,0,0,semifurnished,High Floor,Medium,766.6666666666666
flat,sector 93,0.36,6716.0,536.0,2,2,2,North,Relatively New,,,543.57695,0,0,0,0,0,semifurnished,Mid Floor,Low,268.0
house,sector 9,0.22,7407.0,297.0,2,2,2,,Undefined,,,33.0,0,0,0,0,0,semifurnished,Low Floor,Low,148.5
house,sector 4,3.25,14444.0,2250.0,3,3,2,South-East,Old Property,,2250.0,,0,0,0,0,0,semifurnished,Low Floor,Low,750.0
flat,sector 63,3.4,10000.0,3400.0,3,3,3+,West,New Property,3400.0,,,0,0,0,0,0,semifurnished,Low Floor,Medium,1133.3333333333333
flat,sector 113,1.75,10492.0,1668.0,2,2,3,East,Relatively New,1573.0,,,1,0,0,0,0,semifurnished,Mid Floor,Medium,834.0
house,sector 31,3.5,24155.0,1449.0,4,4,3,North-East,Old Property,,1449.0,,0,0,1,0,0,furnished,Low Floor,Medium,362.25
flat,sector 69,1.46,9252.0,1578.0,3,3,2,North-East,Relatively New,1578.0,,,0,0,0,1,0,furnished,Low Floor,High,526.0
flat,sector 104,0.26,7808.0,333.0,1,1,2,North-East,Relatively New,,301.0,,0,0,0,0,0,semifurnished,Low Floor,Medium,333.0
flat,sector 60,2.65,13125.0,2019.0,3,4,3+,North-East,Moderately Old,2045.0,2037.0,2019.0,0,1,0,0,0,furnished,Mid Floor,High,673.0
flat,sector 102,1.1,12022.0,915.0,2,2,1,,Undefined,,915.0,700.0,0,0,0,0,0,semifurnished,Mid Floor,Low,457.5
flat,sector 76,1.92,11497.0,1670.0,3,3,2,,Undefined,,1672.0,940.0,0,0,0,0,0,semifurnished,Low Floor,Medium,556.6666666666666
flat,sohna road road,1.65,17442.0,946.0,3,3,0,,Undefined,,,946.0,0,0,0,0,0,semifurnished,Low Floor,Medium,315.3333333333333
flat,sohna road,0.71,4907.0,1447.0,2,2,3+,North-East,Relatively New,1457.0,,849.0,1,0,0,0,0,semifurnished,Mid Floor,Low,723.5
house,sector 3,0.9,8929.0,1008.0,3,1,0,,Undefined,,1008.0,,0,0,0,0,0,semifurnished,Low Floor,Low,336.0
flat,sector 59,6.75,19882.0,3395.0,4,4,2,,New Property,3395.0,,1855.0,0,1,0,0,0,semifurnished,Mid Floor,Low,848.75
flat,sector 84,1.01,5771.0,1750.0,3,3,2,North-West,Relatively New,1750.0,1475.0,1350.0,0,0,0,0,0,semifurnished,High Floor,Low,583.3333333333334
flat,sector 85,1.1,6318.0,1741.0,2,2,3+,South-East,Relatively New,1741.0,,1218.0,0,0,1,0,0,semifurnished,Mid Floor,Medium,870.5
flat,sohna road,0.25,5187.0,482.0,2,2,1,East,Relatively New,,,481.684525,0,0,0,0,0,semifurnished,Mid Floor,Medium,241.0
house,sector 50,10.0,14286.0,7000.0,5,7,2,East,Moderately Old,,7000.0,,0,1,0,0,0,unfurnished,Mid Floor,Low,1400.0
house,sector 13,0.62,3588.0,1728.0,6,6,0,,Undefined,,192.0,,0,0,0,0,0,semifurnished,Mid Floor,Low,288.0
flat,sohna road,0.4,7634.0,524.0,2,2,1,North-East,New Property,,,524.0,0,0,0,0,1,furnished,Low Floor,Low,262.0
house,sector 4,0.47,3518.0,1336.0,3,4,0,,Undefined,,1350.0,,0,0,0,0,0,semifurnished,Mid Floor,Low,445.3333333333333
flat,sector 92,1.08,5150.0,2097.0,4,4,2,,New Property,2090.0,,,0,1,0,0,0,semifurnished,High Floor,Medium,524.25
flat,sector 104,2.6,8254.0,3150.0,4,4,3+,South,Relatively New,3150.0,,,0,1,0,0,0,semifurnished,High Floor,Medium,787.5
flat,sector 54,10.0,24558.0,4072.0,4,5,3+,North,Moderately Old,4072.0,3000.0,2800.0,0,1,0,0,0,unfurnished,High Floor,High,1018.0
flat,sector 69,2.07,11424.0,1812.0,3,3,3,South-West,Relatively New,1812.0,,,0,0,0,0,0,semifurnished,High Floor,Low,604.0
flat,dwarka expressway,1.3,9028.0,1440.0,3,3,2,,Under Construction,1440.0,,,0,0,0,0,0,semifurnished,Mid Floor,Low,480.0
flat,sector 61,2.6,14723.0,1766.0,3,3,2,,New Property,1630.0,,,0,0,0,0,0,semifurnished,Low Floor,Low,588.6666666666666
house,sector 43,2.15,13030.0,1650.0,1,1,0,,Undefined,,1650.0,,0,0,0,0,0,semifurnished,Low Floor,Low,1650.0
flat,sector 61,1.55,13478.0,1150.0,2,2,1,,Under Construction,1150.0,,,1,0,0,0,0,semifurnished,Mid Floor,Low,575.0
flat,sector 33,1.35,8671.0,1557.0,3,2,3+,,New Property,1557.0,,,0,0,0,0,0,semifurnished,High Floor,Low,519.0
flat,sector 33,1.35,8232.0,1640.0,3,2,3+,North-East,Under Construction,1640.0,,,0,0,0,1,0,semifurnished,Mid Floor,Low,546.6666666666666
flat,sector 102,1.8,10638.0,1692.0,3,3,3,North,Relatively New,1692.0,,,0,0,0,0,0,semifurnished,Mid Floor,Low,564.0
flat,sector 102,1.3,7879.0,1650.0,3,3,3,North-East,Relatively New,1650.0,,1155.0,0,1,0,0,0,semifurnished,Mid Floor,Medium,550.0
flat,sector 79,1.72,8000.0,2150.0,3,4,3+,North-East,Relatively New,2150.0,,1300.0,0,1,0,0,0,semifurnished,Mid Floor,High,716.6666666666666
flat,sector 107,0.27,5521.0,489.0,2,2,2,North-East,Relatively New,,,489.0,0,0,0,0,0,semifurnished,Low Floor,Low,244.5
flat,sector 54,6.75,24963.0,2704.0,4,4,2,North,Moderately Old,2704.0,,1534.0,0,1,0,0,0,unfurnished,Mid Floor,Medium,676.0
flat,sector 103,1.34,7486.0,1790.0,3,3,3+,South-East,Relatively New,1790.0,,1350.0,1,0,0,0,0,semifurnished,High Floor,Medium,596.6666666666666
flat,sector 68,0.84,7119.0,1180.0,2,2,2,East,Undefined,,1180.0,,0,0,0,0,0,semifurnished,Mid Floor,Low,590.0
flat,sector 66,3.0,15385.0,1950.0,3,3,2,East,Relatively New,1950.0,1720.0,1620.0,0,1,0,0,0,semifurnished,High Floor,Medium,650.0
house,sector 43,7.0,25926.0,2700.0,5,5,3+,North-East,Relatively New,,2700.0,,1,1,0,1,0,furnished,Mid Floor,Low,540.0
flat,sector 49,4.79,11629.0,4119.0,5,5,3+,South,Relatively New,4115.0,,,1,1,0,1,0,semifurnished,High Floor,Low,823.8
house,sector 67,5.46,24170.0,2259.0,4,5,3+,East,Relatively New,,2259.0,,1,0,1,1,0,furnished,Low Floor,Medium,564.75
flat,sector 33,1.45,15659.0,926.0,3,2,3+,,Under Construction,,118.0,86.0,1,0,0,0,0,semifurnished,High Floor,Medium,308.6666666666667
flat,sector 89,0.85,7706.0,1103.0,2,2,2,North-East,Under Construction,,,1103.0,1,0,0,0,0,semifurnished,Low Floor,Low,551.5
flat,sector 63,4.49,14254.0,3150.0,4,4,3+,North,New Property,,,350.0,0,0,0,0,0,furnished,Mid Floor,Medium,787.5
house,sector 25,13.5,37313.0,3618.0,5,6,3+,North-East,Old Property,,3618.0,,0,0,0,0,1,furnished,Mid Floor,Medium,723.6
flat,sector 113,2.33,12534.0,1859.0,3,3,3,North,New Property,2217.0,2098.0,1859.0,0,1,0,0,0,semifurnished,Mid Floor,High,619.6666666666666
flat,sector 58,4.0,18484.0,2164.0,3,4,3,North-West,Old Property,2164.0,,,0,1,0,0,0,furnished,Mid Floor,Low,721.3333333333334
flat,sector 65,2.9,14684.0,1975.0,4,4,3+,North-East,Relatively New,1975.0,,,1,1,0,0,0,furnished,Mid Floor,High,493.75
house,sector 56,3.25,21495.0,1512.0,5,6,3+,East,Relatively New,,1512.0,,0,0,0,1,1,furnished,Mid Floor,Low,302.4
flat,sohna road,0.3,5291.0,567.0,2,2,2,,Relatively New,567.0,,467.0,0,0,0,0,0,semifurnished,Mid Floor,Low,283.5
flat,sector 102,0.47,8935.0,526.0,2,2,1,South-East,Relatively New,632.0,,532.0,0,0,1,0,0,semifurnished,Mid Floor,Medium,263.0
flat,sector 95,0.96,6202.0,1548.0,3,3,3,,New Property,,,1548.0,0,0,1,1,0,semifurnished,Mid Floor,Low,516.0
flat,sector 90,1.27,5498.0,2310.0,3,3,3+,South-West,Relatively New,1755.0,1500.0,1400.0,0,0,0,0,1,semifurnished,Low Floor,Medium,770.0
flat,sector 89,1.01,9157.0,1103.0,2,2,2,,Under Construction,,,1103.0,1,0,0,0,0,semifurnished,Mid Floor,Low,551.5
house,sector 105,1.3,11556.0,1125.0,3,3,1,East,Undefined,,1125.0,,0,0,0,0,0,semifurnished,Low Floor,Low,375.0
flat,sector 107,0.5,7752.0,645.0,3,2,2,South-East,Relatively New,,,645.0,0,0,0,0,1,semifurnished,Mid Floor,Low,215.0
flat,sector 90,1.27,4951.0,2565.0,4,5,2,North-East,New Property,2575.0,,1950.0,1,1,0,0,0,semifurnished,Mid Floor,Medium,641.25
flat,sector 99,0.95,6552.0,1450.0,2,3,3,,Relatively New,,,1450.0,0,1,0,0,0,semifurnished,Mid Floor,Low,725.0
flat,sector 104,1.16,6388.0,1816.0,3,4,3+,East,Relatively New,,,1816.0,0,1,0,0,0,furnished,Mid Floor,Medium,605.3333333333334
flat,sector 2,1.4,7865.0,1780.0,3,3,3+,South-West,Moderately Old,1780.0,,,0,0,0,0,0,semifurnished,Mid Floor,Medium,593.3333333333334
flat,sector 99a,1.02,8793.0,1160.0,2,2,3,North,Relatively New,1550.0,1430.0,1160.0,1,0,0,0,0,semifurnished,Mid Floor,High,580.0
flat,sohna road,0.42,7179.0,585.0,2,2,1,,Relatively New,,,585.448521,0,0,0,0,0,semifurnished,High Floor,Low,292.5
flat,sector 108,0.98,13351.0,734.0,2,3,3,South-East,Relatively New,,978.223232,734.43,1,1,1,1,0,semifurnished,High Floor,Low,367.0
flat,sector 85,1.83,10005.0,1829.0,3,3,3+,,Under Construction,,,1829.0,0,0,0,0,0,semifurnished,High Floor,Medium,609.6666666666666
flat,sector 28,2.0,14599.0,1370.0,3,3,1,North-East,Old Property,1370.0,,,0,0,0,0,0,furnished,High Floor,Medium,456.6666666666667
house,sector 46,2.25,2723.0,8262.0,4,3,3,North-East,Relatively New,,90.0,85.0,1,0,0,0,0,furnished,Mid Floor,Low,2065.5
flat,sector 77,1.0,7502.0,1333.0,2,2,2,,New Property,,,1340.0,0,0,0,0,0,semifurnished,Mid Floor,Medium,666.5
house,sector 11,1.35,3857.0,3500.0,10,6,3+,,Old Property,,3500.0,,0,0,0,0,0,semifurnished,Mid Floor,Low,350.0
flat,sector 56,2.05,7885.0,2600.0,4,4,3+,West,Old Property,,2600.0,2400.0,0,0,1,0,0,furnished,Mid Floor,Medium,650.0
flat,sohna road,0.25,4167.0,600.0,1,1,1,,Relatively New,,600.0,,0,0,0,0,0,semifurnished,High Floor,Low,600.0
flat,sector 85,1.85,6579.0,2812.0,4,5,3+,North-West,Relatively New,2812.0,,,0,0,0,0,0,semifurnished,Low Floor,Medium,703.0
flat,sector 1,0.85,3696.0,2300.0,3,3,3+,North,Relatively New,2300.0,,,0,1,0,0,0,semifurnished,Mid Floor,Low,766.6666666666666
flat,sector 72,4.0,13769.0,2905.0,4,5,3+,North-East,Relatively New,2905.0,2800.0,2500.0,0,1,0,0,0,furnished,Mid Floor,High,726.25
flat,sector 70a,1.4,11094.0,1262.0,2,2,2,North-East,Undefined,,1262.0,800.0,0,0,0,0,0,semifurnished,High Floor,Low,631.0
flat,sector 107,0.9,6589.0,1366.0,2,2,3+,,Relatively New,1366.0,,,0,0,0,0,0,semifurnished,Mid Floor,Low,683.0
flat,sector 92,0.85,6538.0,1300.0,3,2,2,,Undefined,,1300.0,,0,0,0,0,0,semifurnished,High Floor,Low,433.3333333333333
flat,sector 109,1.65,7674.0,2150.0,3,3,3+,North-East,Relatively New,2150.0,,,0,1,0,0,0,furnished,High Floor,Low,716.6666666666666
flat,sector 103,1.25,6443.0,1940.0,3,3,3+,North-East,New Property,1940.0,,1056.0,0,0,0,1,0,semifurnished,Low Floor,Medium,646.6666666666666
flat,sector 88a,0.95,7269.0,1307.0,2,2,2,North-West,Relatively New,,,1307.0,0,0,0,0,0,semifurnished,Mid Floor,Medium,653.5
flat,sector 25,8.0,15385.0,5200.0,5,5,3+,North-East,Old Property,,,5200.0,1,1,0,1,1,unfurnished,Low Floor,Low,1040.0
